A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,initialized,0,,1440531910023
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,0,"[1024, 768]",1440531910023
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,235,on,1440531910258
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,75842,"[850, 818]",1440531986100
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,194397,"[850, 573]",1440532180497
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,367,off,1440532180864
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,31753,on,1440532212617
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,12959,"[850, 818]",1440532225576
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,51795,off,1440532277371
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,12702,on,1440532290073
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,83504,"[850, 573]",1440532373577
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,234,off,1440532373811
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,43744,on,1440532417555
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,304,"[850, 818]",1440532417859
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,18382,"[850, 573]",1440532436241
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,240,off,1440532436481
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,14561,on,1440532451042
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,window_resize,255,"[850, 818]",1440532451297
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,9605,off,1440532460902
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,71669,on,1440532532571
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,2126,off,1440532534697
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,489902,on,1440533024599
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,178714,off,1440533203313
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,1552,on,1440533204865
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,171526,off,1440533376391
A2AG682Q7R809U:3ZV9H2YQQEPSAMVIBLFBNZI1MOOW3I,focus,78714,on,1440533455105
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,initialized,0,,1440446233685
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,window_resize,0,"[1024, 745]",1440446233685
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,55795,off,1440446289480
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,19021,on,1440446308501
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,window_resize,68817,"[1095, 840]",1440446377318
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,30763,off,1440446408081
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,24980,on,1440446433061
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,6002,off,1440446439063
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,67796,on,1440446506859
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,window_resize,2291,"[850, 834]",1440446509150
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,42972,off,1440446552122
A4S6EYWX4CZ25:39OWYR0EPL9RF36BAHY195SE0MBYFA,focus,10621,on,1440446562743
